,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Verified Status,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
0,deputy fire chief,,"June 20, 2024",2024-07-09,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"June 20, 2024",Corporation of the City of Thunder Bay,Thunder Bay (ON),"Salary: $128,508.12 to $151,186.01 annually (to be negotiated)",2966677,,"{'Language Requirement': 'English', 'Experience Requirement': '5 years or more', 'Benefits': ['Dental plan', 'Health care plan', 'Vision care benefits', 'Other benefits', 'Wellness program']}","Thunder Bay , ON","$ 128,508.12 to $ 151,186.02 YEAR annually (To be negotiated) / 35 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2966677,"Benefits:
					Health benefits, Other benefits"
1,fire department duty officer,Title posted on Québec emploi -Technicien en prévention incendie - Drummondville,"June 19, 2024",2024-07-10,,,,"June 19, 2024",CENTRE INTÉGRÉ UNIVERSITAIRE DE SANTÉ ET DE SERVICES SOCIAUX DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Drummondville (QC),Salary: $23.82 hourly,448707,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=448707,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Drummondville , QC",$ 23.82 HOUR hourly / 35 hours per week,Term or contract Full time,Starts as soon as 2024-07-19,5,Québec emploi #448707,Not specified
2,division chief - fire department,Title posted on Québec emploi -chef de division prévention et opérations,"June 19, 2024",2024-07-18,,,,"June 19, 2024",MUNICIPALITE REGIONALE DE COMTE DE LA MATANIE,Sainte-Félicité (QC),Salary: $33.77 biweekly,447914,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=447914,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sainte-Félicité , QC",$ 33.77 BIWEEKLY bi-weekly / 35 hours per week,Permanent employment Full time,Starts as soon as 2024-10-03,1 vacancy,Québec emploi #447914,Not specified
3,fire chief,,"June 11, 2024",2024-07-11,Job Bank,,This job posting is advertised by a recruitment agency on behalf of the employer.,"June 11, 2024",Odgers Berndtson Canada Inc.,Toronto (ON),"Salary: $251,342.00 to $325,000.00 annually (to be negotiated)",2955090,,"{'Language Requirement': 'English', 'Experience Requirement': '5 years or more', 'Benefits': ['Dental plan', 'Disability benefits', 'Health care plan', 'Vision care benefits', 'Pension plan']}","Toronto , ON","$ 251,342 to $ 325,000 YEAR annually (To be negotiated) / 40 hours per week",Permanent employment Full time,Starts as soon as 2024-10-04,1 vacancy,Job Bank #2955090,Permanent placement opportunity
4,fire chief,Title posted on CivicJobs.ca -Assistant Fire Chief of Operations,"June 17, 2024",2024-06-28,,,,"June 17, 2024",City of Surrey,Surrey (BC),"Salary: $152,491.00 annually",95489,https://www.civicjobs.ca/jobs?id=95489,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Surrey , BC","$ 152,491 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95489,Not specified
5,deputy fire chief,Title posted on CivicJobs.ca -Assistant Fire Chief - Operations,"June 04, 2024",2024-06-23,,,,"June 04, 2024",District of North Vancouver Fire &amp; Rescue Services,North Vancouver (BC),"Salary: $137,898.62 annually",95129,https://www.civicjobs.ca/jobs?id=95129,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North Vancouver , BC","$ 137,898.62 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95129,Not specified
6,fire chief,Title posted on CivicJobs.ca -Fire Chief & General Manager,"June 11, 2024",2024-07-12,,,,"June 11, 2024",City of Toronto,Toronto (ON),Salary not available,95328,https://www.civicjobs.ca/jobs?id=95328,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95328,Not specified
7,deputy fire chief,,"June 03, 2024",Not specified,,,,"June 03, 2024",Town of The Pas,The Pas (MB),"Salary: $60,000.00 to $75,000.00 annually",9306929215,https://ca.indeed.com/viewjob?jk=56f2e2476ca10a29&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","The Pas , MB","$ 60,000 to $ 75,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9306929215,Not specified
