,Job Title,Original Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
0,"agent, talent",Title posted on Jobillico -Partenaire d?affaires en acquisition de talents,"June 11, 2024",2024-07-10,"June 11, 2024",Collège Lionel-Groulx,Sainte-Thérèse (QC),"Salary: $47,886.00 to $79,426.00 annually",13992813,https://www.jobillico.com/en/job-offer/college-lionel-groulxnojpqw/partenaire-d-affaires-en-acquisition-de-talents/13992813?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sainte-Thérèse , QC","$ 47,886 to $ 79,426 YEAR annually",Full time,Starts as soon as possible,1 vacancy,Jobillico #13992813,Not specified
