,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Verified Status,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
29,hotel manager,,"May 16, 2024",2024-07-12,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 16, 2024",Comfort Inn & Suites,Langley (BC),Salary: $28.00 hourly,2920538,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","Langley , BC",$ 28.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2920538,Not specified
30,hotel manager,,"May 16, 2024",2024-07-14,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 16, 2024",Super 8 Motels,Red Deer (AB),Salary: $35.00 hourly,2922039,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': []}","7474 50th Avenue Red Deer , AB T4P 1X7",$ 35.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2922039,Not specified
31,hotel manager,,"May 14, 2024",2024-06-30,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 14, 2024",Roblyn Motel,Prince George (BC),Salary: $31.00 hourly,2919079,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': []}","Prince George , BC",$ 31.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2919079,"Day, Evening, Morning"
32,hotel assistant manager,,"March 21, 2024",2024-07-13,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"March 21, 2024",Ramada by Wyndham Whitecourt,Whitecourt (AB),Salary: $30.00 hourly,2847663,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': ['Free parking available']}","Whitecourt , AB",$ 30.00 HOUR hourly / 35 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2847663,"Benefits:
					Other benefits"
33,hotel assistant manager,,"February 28, 2024",2024-06-26,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"February 28, 2024",10103389 Manitoba Ltd.,Elie (MB),Salary: $31.25 hourly,2816329,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': []}","Elie , MB",$ 31.25 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2816329,"Day, Weekend, Overtime, Morning"
34,hotel manager,,"March 30, 2024",2024-06-24,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"March 30, 2024",The Lodge McBride,McBride (BC),Salary: $31.00 hourly,2858739,,"{'Language Requirement': 'English', 'Experience Requirement': '2 years to less than 3 years', 'Benefits': []}","895 Airport Road McBride , BC V0J 2E0",$ 31.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2858739,Not specified
35,"assistant manager, hotel",,"May 08, 2024",2024-07-04,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"May 08, 2024",ASHTAMI HOSPITALITY GROUP LTD,North Bay (ON),Salary: $38.50 hourly,2911500,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': []}","North Bay , ON",$ 38.50 HOUR hourly / 30 to 44 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2911500,Not specified
36,"assistant manager, hotel",,"March 07, 2024",2024-07-05,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"March 07, 2024",3051939 Nova Scotia Ltd. o/a HI Port Hawkesbury,Port Hastings (NS),Salary: $36.06 hourly,2827690,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': ['Free parking available']}","Port Hastings , NS",$ 36.06 HOUR hourly / 30 to 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2827690,"Benefits:
					Other benefits"
37,"assistant manager, hotel",,"March 07, 2024",2024-07-05,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"March 07, 2024",3059308 Nova Scotia Ltd. o/a HI Dartmouth,Dartmouth (NS),Salary: $36.06 hourly,2827659,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': ['Free parking available']}","Dartmouth , NS",$ 36.06 HOUR hourly / 30 to 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2827659,"Benefits:
					Other benefits"
38,"assistant manager, hotel",,"June 15, 2024",2024-06-29,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"June 15, 2024",Northern Rockies Lodge Ltd,Muncho Lake (BC),"Salary: $4,000.00 to $4,500.00 monthly (to be negotiated)",2962559,,"{'Language Requirement': 'English', 'Experience Requirement': '3 years to less than 5 years', 'Benefits': ['Bonus']}","Box 8, Mile 462 Alaska Highway Muncho Lake , BC V0C 1Z0","$ 4,000 to $ 4,500 MONTH monthly (To be negotiated) / 40 to 48 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2962559,"Benefits:
					Financial benefits"
