,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Verified Status,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
0,"director, stage - performing arts",Title posted on Jobillico -Metteur en scène,"June 25, 2024",2024-07-24,,,,"June 25, 2024",Cégep de Drummondville,Drummondville (QC),Salary not available,13781658,https://www.jobillico.com/en/job-offer/cegep-de-drummondville/metteur-en-scene/13781658?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Drummondville , QC",Not available,Term or contract Part time,Starts as soon as possible,1 vacancy,Jobillico #13781658,Not specified
1,video game art director,,"April 22, 2024",2024-07-22,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 22, 2024",Original Fire Games LTD,Vancouver (BC),"Salary: $80,000.00 annually",2874993,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': ['Health care plan', 'Other benefits']}","1867 Crowe Street Vancouver , BC V5Y 0A9","$ 80,000 YEAR annually / 40 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2874993,"Benefits:
					Health benefits, Other benefits"
2,"technical director - motion pictures, broadcasting and performing arts",,"June 13, 2024",2024-07-13,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"June 13, 2024",Kamloops Alliance Church,Kamloops (BC),Salary: $33.35 hourly,2959438,,"{'Language Requirement': 'English', 'Experience Requirement': '1 year to less than 2 years', 'Benefits': ['Dental plan', 'Health care plan', 'Pension plan']}","200 Leigh Road Kamloops , BC V2B 2L6",$ 33.35 HOUR hourly / 36 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2959438,"Benefits:
					Health benefits, Financial benefits"
