,Job Title,Posted Date,Advertised Until,Job Source,Verified Status,Job Description,Job Date,Company Name,Location,Salary,Job Number,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
0,logistics analyst,"April 17, 2024",2024-07-06,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 17, 2024",Bolt Technologies Incorporated (GoBolt),Toronto (ON),$26.44 hourly,2871013,"{'Language Requirement': 'English', 'Experience Requirement': '3 years to less than 5 years', 'Benefits': ['Dental plan', 'Disability benefits', 'Health care plan', 'Paid time off (volunteering or personal days)']}","296 Richmond Street West Toronto , ON M5V 3C3",$ 26.44 HOUR hourly / 30 to 40 hours per week,Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2871013,"Benefits:Health benefits, Other benefits"
1,logistics analyst,"April 12, 2024",2024-07-05,Job Bank,Verified,This job was posted directly by the employer on Job Bank.,"April 12, 2024",Nikon Canada Inc.,Mississauga (ON),"$50,000.00 to $60,000.00 annually (to be negotiated)",2873959,"{'Language Requirement': 'English', 'Experience Requirement': '3 years to less than 5 years', 'Benefits': ['Dental plan', 'Disability benefits', 'Health care plan', 'Paramedical services coverage', 'Vision care benefits', 'Bonus', 'Group insurance benefits', 'Life insurance', 'Long-term care insurance', 'Maternity and parental benefits', 'Free parking available', 'Learning/training paid by employer', 'On-site amenities', 'Other benefits', 'Paid time off (volunteering or personal days)', 'Team building opportunities', 'Parking available', 'Travel insurance', 'Wellness program']}","1366 Aerowood Drive Mississauga , ON L4W 1C1 Remote work available","$ 50,000 to $ 60,000 YEAR annually (To be negotiated) / 35 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2873959,"Benefits:Health benefits, Financial benefits, Long term benefits, Other benefits"
