,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
53,dental receptionist,"May 25, 2024",Not specified,"May 25, 2024",Burnaby Dental Office,Burnaby (BC),Salary:$16.75 to $21.00 hourly,9294405776,https://ca.indeed.com/viewjob?jk=0c7afe101768db10&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burnaby , BC",$ 16.75 to $ 21.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9294405776,Not specified
54,receptionist,"June 04, 2024",2024-07-08,"June 04, 2024",Steele Auto Group,Dartmouth (NS),Salary not available,2068952,https://www.careerbeacon.com/en/job/2068952/steele-auto-group/part-time-receptionist/dartmouth?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dartmouth , NS",Not available,Part time,Starts as soon as possible,1 vacancy,CareerBeacon #2068952,Not specified
55,receptionist,"June 04, 2024",2024-07-08,"June 04, 2024",Steele Auto Group,Dartmouth (NS),Salary not available,2068951,https://www.careerbeacon.com/en/job/2068951/steele-auto-group/part-time-receptionist/dartmouth?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dartmouth , NS",Not available,Part time,Starts as soon as possible,1 vacancy,CareerBeacon #2068951,Not specified
56,receptionist,"June 05, 2024",2024-07-06,"June 05, 2024",Selkirk GM,Selkirk (MB),Salary not available,QjnLmatJ9plA,https://job-openings.monster.ca/receptionist-cashier-selkirk-mb-ca-selkirk-gm/565cc925-0f15-45b4-90e7-f515fb074384?mescoid=4301136002005,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Selkirk , MB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #QjnLmatJ9plA,Not specified
57,receptionist,"June 04, 2024",2024-07-04,"June 04, 2024",Domus Building Cleaning Company Ltd.,Cyrville (ON),Salary not available,675215000003996001,https://job-openings.monster.ca/receptionist-office-clerk-gloucester-beacon-hill-cyrville-on-ca-domus-building-cleaning-company-ltd/bfc8627a-c135-4037-97e4-0b15373df92f?mescoid=4300758001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cyrville , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Monster #675215000003996001,Not specified
58,receptionist,"June 12, 2024",Not specified,"June 12, 2024",Okanagan Integrative Health,West Kelowna (BC),Salary:$20.00 to $22.00 hourly,9320043321,https://ca.indeed.com/viewjob?jk=ab5d7c5540be416f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","West Kelowna , BC",$ 20.00 to $ 22.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9320043321,Not specified
59,receptionist,"June 11, 2024",Not specified,"June 11, 2024",TNC True North Consultancy Ltd.,Surrey (BC),Salary:$17.40 hourly,9318834352,https://ca.indeed.com/viewjob?jk=f0c5d6bebea2ea6b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Surrey , BC",$ 17.40 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9318834352,Not specified
60,receptionist,"June 01, 2024",Not specified,"June 01, 2024",Touch of Wellness Inc.,Calgary (AB),Salary:$16.00 to $17.00 hourly,9304660840,https://ca.indeed.com/viewjob?jk=48c242a29cf3235f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",$ 16.00 to $ 17.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9304660840,Not specified
61,receptionist,"May 21, 2024",Not specified,"May 21, 2024",ServiceMaster of Kamloops,Kamloops (BC),Salary:$19.00 to $21.00 hourly,9288715103,https://ca.indeed.com/viewjob?jk=f5b0e71010aecb7c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kamloops , BC",$ 19.00 to $ 21.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9288715103,Not specified
62,receptionist,"June 11, 2024",Not specified,"June 11, 2024",Cavendish Country Inn,Cavendish (PE),Salary:$16.75 to $17.50 hourly,9318539363,https://ca.indeed.com/viewjob?jk=5300c6ecdb2d3bf7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cavendish , PE",$ 16.75 to $ 17.50 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9318539363,Not specified
63,receptionist,"May 28, 2024",Not specified,"May 28, 2024",Flux Lash Bar,Unionville (ON),Salary:$18.00 to $20.00 hourly,9297537331,https://ca.indeed.com/viewjob?jk=05ca1b3a4df8d259&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Unionville , ON",$ 18.00 to $ 20.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9297537331,Not specified
64,dental receptionist,"May 27, 2024",Not specified,"May 27, 2024",Renew Oral & Facial Surgical Centre,Edmonton (AB),Salary not available,9296169838,https://ca.indeed.com/viewjob?jk=815e40eb4598a32a&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9296169838,Not specified
65,dental receptionist,"June 11, 2024",Not specified,"June 11, 2024",DON HEAD DENTAL CARE,Richmond Hill (ON),Salary:$26.00 to $30.00 hourly,9318534293,https://ca.indeed.com/viewjob?jk=11826d7fd0c507bf&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Richmond Hill , ON",$ 26.00 to $ 30.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9318534293,Not specified
66,receptionist,"May 23, 2024",2024-06-23,"May 23, 2024",Trail Appliances Ltd.,Calgary (AB),Salary not available,63F77DD27A,https://job-openings.monster.ca/receptionist-calgary-south-calgary-ab-ca-trail-appliances-ltd/3a6a354e-45ce-4e10-b533-a7217556f2a2?mescoid=4301136002005,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #63F77DD27A,Not specified
67,dental receptionist,"May 20, 2024",Not specified,"May 20, 2024",Millcreek Dental,Edmonton (AB),Salary:$16.00 to $26.00 hourly,9286827155,https://ca.indeed.com/viewjob?jk=74a7178cfca8982c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",$ 16.00 to $ 26.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9286827155,Not specified
68,receptionist,"June 11, 2024",Not specified,"June 11, 2024",Medical Office - Family Health Team,Mississauga (ON),Salary:$18.00 hourly,9318729534,https://ca.indeed.com/viewjob?jk=29197f10762f57a2&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mississauga , ON",$ 18.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9318729534,Not specified
69,receptionist,"June 05, 2024",Not specified,"June 05, 2024",Leamington and Area Family Health Team,Leamington (ON),Salary not available,9310231975,https://ca.indeed.com/viewjob?jk=4f89dc9197a1c890&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Leamington , ON",Not available,Part time,Starts as soon as possible,1 vacancy,indeed.com #9310231975,Not specified
70,receptionist,"June 06, 2024",Not specified,"June 06, 2024",It's Your Time Business Services Inc,Edmonton (AB),"Salary:$48,000.00 to $53,000.00 annually",9311954187,https://ca.indeed.com/viewjob?jk=fbb292faf0df38a3&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB","$ 48,000 to $ 53,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9311954187,Not specified
71,receptionist,"May 26, 2024",Not specified,"May 26, 2024",TLC Grooming and Sharpening Services,Gloucester (ON),Salary:$17.00 to $21.00 hourly,9294893754,https://ca.indeed.com/viewjob?jk=3ab50c9738db1fa8&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gloucester , ON",$ 17.00 to $ 21.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9294893754,Not specified
72,dental receptionist,"June 07, 2024",Not specified,"June 07, 2024","Dental Office, Burlington",Burlington (ON),Salary not available,9314063225,https://ca.indeed.com/viewjob?jk=3b1a18d806519015&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burlington , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9314063225,Not specified
73,dental receptionist,"June 12, 2024",Not specified,"June 12, 2024",Sydenham Family Dental,Sydenham (ON),Salary not available,9319911366,https://ca.indeed.com/viewjob?jk=2d46b90d566811d7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Sydenham , ON",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9319911366,Not specified
74,receptionist,"June 01, 2024",Not specified,"June 01, 2024",physio4care clinic,Burnaby (BC),Salary:$17.00 to $19.00 hourly,9304723226,https://ca.indeed.com/viewjob?jk=7bd066162ca30174&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burnaby , BC",$ 17.00 to $ 19.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9304723226,Not specified
75,dental receptionist,"June 02, 2024",Not specified,"June 02, 2024",7 Days Dental,Unionville (ON),Salary:$24.00 to $26.00 hourly,9305314885,https://ca.indeed.com/viewjob?jk=2891ef119f31b81e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Unionville , ON",$ 24.00 to $ 26.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9305314885,Not specified
76,receptionist,"May 27, 2024",Not specified,"May 27, 2024",EKSA Tile & Stone,Edmonton (AB),Salary:$18.00 to $23.98 hourly,9296479878,https://ca.indeed.com/viewjob?jk=78c5a3ef77235bc3&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",$ 18.00 to $ 23.98 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9296479878,Not specified
77,receptionist,"May 30, 2024",Not specified,"May 30, 2024",Nickel City Motors,Thompson (MB),Salary:$16.00 to $18.00 hourly,9300807820,https://ca.indeed.com/viewjob?jk=886ce47926c039ff&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Thompson , MB",$ 16.00 to $ 18.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9300807820,Not specified
78,receptionist,"June 01, 2024",Not specified,"June 01, 2024",ParkvilleManor,Saskatoon (SK),Salary:$18.00 to $20.00 hourly,9304732460,https://ca.indeed.com/viewjob?jk=2a3b64d497e13e2c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",$ 18.00 to $ 20.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9304732460,Not specified
79,receptionist,"June 10, 2024",Not specified,"June 10, 2024",Cambridge & District Humane Society,Cambridge (ON),Salary:$18.50 to $22.55 hourly,9316940764,https://ca.indeed.com/viewjob?jk=faf6785dd7ef8c57&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cambridge , ON",$ 18.50 to $ 22.55 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9316940764,Not specified
80,receptionist,"May 16, 2024",Not specified,"May 16, 2024",Okotoks Physical Therapy,Okotoks (AB),Salary not available,9282184379,https://ca.indeed.com/viewjob?jk=664870ad0dc373b9&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Okotoks , AB",Not available,Part time,Starts as soon as possible,1 vacancy,indeed.com #9282184379,Not specified
81,receptionist,"June 01, 2024",Not specified,"June 01, 2024",ParkvilleManor,Saskatoon (SK),Salary:$18.00 to $20.00 hourly,9304731624,https://ca.indeed.com/viewjob?jk=4f53c0d22956bbd1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",$ 18.00 to $ 20.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9304731624,Not specified
82,receptionist,"June 12, 2024",2024-06-26,"June 12, 2024",Commissionaires Saskatchewan (South-Sask Division),Regina (SK),Salary:$19.60,1358549,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1358549,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",$ 19.60 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1358549,Not specified
83,receptionist,"June 05, 2024",Not specified,"June 05, 2024",Kerr Design Build,Vancouver (BC),Salary:$16.75 to $20.00 hourly,9310653616,https://ca.indeed.com/viewjob?jk=22c1e0b2e4b58192&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 16.75 to $ 20.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9310653616,Not specified
84,"receptionist, hotel","June 07, 2024",Not specified,"June 07, 2024",Atlantic Host Hotel,Bathurst (NB),Salary:$16.00 hourly,9313842735,https://ca.indeed.com/viewjob?jk=6bc963e1024ba4f1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Bathurst , NB",$ 16.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9313842735,Not specified
85,receptionist,"June 07, 2024",2024-07-07,"June 07, 2024",Westland Insurance Group,Carstairs (AB),Salary not available,17178-345893707,https://job-openings.monster.ca/receptionist-carstairs-ab-ca-westland-insurance-group/37c9c7ba-eaf3-44de-a63b-18c82bd6cab5?mescoid=4301136002005,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Carstairs , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #17178-345893707,Not specified
86,receptionist,"June 06, 2024",Not specified,"June 06, 2024",West End Nissan,Edmonton (AB),Salary not available,9312222461,https://ca.indeed.com/viewjob?jk=e1a717b565ecb4d2&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9312222461,Not specified
87,receptionist,"June 12, 2024",Not specified,"June 12, 2024",Keora Aveda Salon and Spa,Burlington (ON),Salary:$17.25 to $17.50 hourly,9320332873,https://ca.indeed.com/viewjob?jk=dfe9f9da75f8b876&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burlington , ON",$ 17.25 to $ 17.50 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9320332873,Not specified
88,receptionist,"June 10, 2024",2024-07-11,"June 10, 2024",Vancouver Coastal Health,Vancouver (BC),Salary not available,463cd15dcdca42cb96bca4c0b2909c28,https://job-openings.monster.ca/receptionist-vancouver-bc-ca-vancouver-coastal-health/b426d77c-bda9-43c4-a21c-759f6a452843?mescoid=4301136002005,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #463cd15dcdca42cb96bca4c0b2909c28,Not specified
89,dental receptionist,"May 29, 2024",Not specified,"May 29, 2024",Brookswood Dental,Langley (BC),Salary:$24.00 to $35.00 hourly,9298473471,https://ca.indeed.com/viewjob?jk=f3b18dca879926d7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Langley , BC",$ 24.00 to $ 35.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9298473471,Not specified
90,dental receptionist,"May 22, 2024",2024-06-20,"May 22, 2024",AMEEN AL-OBAIDI DENTISTRY PROFESSIONAL CORPORATION,Thunder Bay (ON),Salary:$23.21 hourly,62fef56c10,https://www.ziprecruiter.com/k/t/AAKI9kgA0F6GH4SaiMMQ-ytGxmQ5NlgYUtueucRVvU8-l3ny4cTTA3fAhwveU3RvEL0QO8ZH8tkJUkhMGsS4OKKJmaR3HaDVYtXGUeeUl3WtAUqduW2s9EZZ1NJdzMH0g_f5lCFPJq_Vw0kXiET_Fr-kf1ax1K7nf2WvzSNJtt_EGurJChfz8Jp4ZL7fRDEY-Y7_29_jovFXtYvjYK4zYFY5pErp12jglPyDNPizAMqb6W7ffpDbAPvBX7ImQgOPdc4fe0-mVNiXInkOnsB2ovsPrFtzN-6PJNM800wWP-3gI6FIfVqqeHk_avpS7fpDG8DBYg3Jadh9jLchIneGSQt9lNYp6tdqybPs_nitgdg0IO-Tm5jN,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Thunder Bay , ON",$ 23.21 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #62fef56c10,Not specified
91,receptionist,"May 20, 2024",Not specified,"May 20, 2024",Acu Health Care,Toronto (ON),Salary not available,9286697832,https://ca.indeed.com/viewjob?jk=b01a5990cbb53321&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Part time,Starts as soon as possible,1 vacancy,indeed.com #9286697832,Not specified
92,dental receptionist,"May 17, 2024",Not specified,"May 17, 2024",Leaside Park Dental,Toronto (ON),Salary:$24.00 to $26.00 hourly,9283784915,https://ca.indeed.com/viewjob?jk=d20bb065d0663aa5&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",$ 24.00 to $ 26.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9283784915,Not specified
93,receptionist,"May 28, 2024",Not specified,"May 28, 2024",Key West Ford,New Westminster (BC),Salary:$19.00 to $21.00 hourly,9297489486,https://ca.indeed.com/viewjob?jk=0f10d284a1311102&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","New Westminster , BC",$ 19.00 to $ 21.00 HOUR hourly,Permanent employment Part time,Starts as soon as possible,1 vacancy,indeed.com #9297489486,Not specified
94,dental receptionist,"June 09, 2024",Not specified,"June 09, 2024",Bloor West Village Dental Care,Toronto (ON),Salary:$25.00 to $33.00 hourly,9315558169,https://ca.indeed.com/viewjob?jk=cda33fb4561c6015&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",$ 25.00 to $ 33.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9315558169,Not specified
95,dental receptionist,"May 27, 2024",Not specified,"May 27, 2024",Ehab Family and Cosmetic Dentistry,Mississauga (ON),Salary:$24.00 to $28.00 hourly,9296442881,https://ca.indeed.com/viewjob?jk=bbe0b8d4fb2ccfe9&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mississauga , ON",$ 24.00 to $ 28.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9296442881,Not specified
96,receptionist,"May 31, 2024",2024-06-30,"May 31, 2024",Virtus Group Chartered Professional Accountants & Business Advisors LLP,Regina (SK),Salary not available,1356166,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356166,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356166,Not specified
97,dental receptionist,"June 09, 2024",2024-07-08,"June 09, 2024",Lighthouse Dental,Vancouver (BC),Salary:$33.07 hourly,3db28de225,https://www.ziprecruiter.com/k/t/AAKPwzOHHQe5Q1NLdB73sZjs6oTO5TmiFymJvUkZyQuO7OVy5UO-NaT23E0YBASnk50LLx_0B5vNpOjB8EGMGftzKQEVzGBMzNLIV0h-UClLuHfD5NW4ep4NVWuCOciRYjlESITU3IJroSysjD_c6uneKo6AnWEzR9eBVunqV2JoXZKXj_NjivzuDIBmoBbdXCw6C59H0Z_e4YgCu5Dy9TNibZZBp9-ZSQHESlg9GkVMTZA1XxL0YJj88ccVdxtvO34FMxQBb_p19b-eE1qQrCQUWuLZuiBzEu0Tn7eclnxzYPWEyXqwOrhx9Tuf9l9Q0L75s_qclIkAZ3zknTBPSGCuttQ1IHv23WQl4_w,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",$ 33.07 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #3db28de225,Not specified
98,receptionist,"May 31, 2024",Not specified,"May 31, 2024",Virtus Group,Regina (SK),Salary not available,9302540014,https://ca.indeed.com/viewjob?jk=69296f3d7f76c7bd&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9302540014,Not specified
99,receptionist,"June 10, 2024",Not specified,"June 10, 2024",Krown Midland,Location,Salary:$18.00 hourly,9316979911,https://ca.indeed.com/viewjob?jk=55b5ef912d6d3c72&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Tiny,$ 18.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9316979911,Not specified
100,dental receptionist,"June 09, 2024",Not specified,"June 09, 2024",Thickson Mills Dental,Whitby (ON),Salary not available,9315529773,https://ca.indeed.com/viewjob?jk=b2dec47ff011eb53&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Whitby , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9315529773,Not specified
