,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
153,administrative assistant,"June 10, 2024",2024-07-08,"June 10, 2024",Hope's Home Incorporated,Saskatoon (SK),Salary:$19.38 to $26.22/hr,1358230,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1358230,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",$ 19.38 to $ 26.22 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1358230,Not specified
154,legal administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",Carraig Law Group LLP,Vancouver (BC),"Salary:$45,000.00 to $60,000.00 annually",9318908577,https://ca.indeed.com/viewjob?jk=f08a8f800b236277&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 45,000 to $ 60,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9318908577,Not specified
155,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",paramount web consulting,Montréal (QC),Salary:$20.00 to $22.00 hourly,9316841419,https://ca.indeed.com/viewjob?jk=6e2ef59e0603e4f8&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",$ 20.00 to $ 22.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9316841419,Not specified
156,administrative assistant,"May 30, 2024",2024-06-20,"May 30, 2024",Clarence Campeau Development Fund,Saskatoon (SK),Salary:negotiable,1355676,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1355676,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saskatoon , SK",negotiable,Not specified,Starts as soon as possible,Not specified,SaskJobs #1355676,Not specified
157,administrative assistant,"June 11, 2024",2024-06-16,"June 11, 2024",University of Regina,Regina (SK),"Salary:$43,388.80 - $58,604.00",1358423,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1358423,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK","$ 43,388.8 to $ 58,604 YEAR annually",Not specified,Starts as soon as possible,Not specified,SaskJobs #1358423,Not specified
158,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Team Akio,Montréal (QC),Salary:$15.25 to $21.00 hourly,9317255984,https://ca.indeed.com/viewjob?jk=b34f860b5adfbf33&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",$ 15.25 to $ 21.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9317255984,Not specified
159,administrative assistant,"June 11, 2024",2024-07-12,"June 11, 2024","[Taleo] City of Edmonton, AB",Edmonton (AB),Salary not available,49957,https://job-openings.monster.ca/administrative-assistant-job-number-49957-edmonton-ab-ca-taleo-city-of-edmonton-ab/4db274b0-8fe3-4a76-8f41-a4852776ddbe?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #49957,Not specified
160,administrative assistant,"May 23, 2024",2024-07-22,"May 23, 2024",School District #71 (Comox Valley),Denman Island (BC),Salary not available,2772721,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=42af54f7-57da-4f76-8f7e-3d5375f14950&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Denman Island , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2772721,Not specified
161,administrative assistant,"June 06, 2024",Not specified,"June 06, 2024",Chase Sekulich Inc.,Campbell River (BC),Salary:$21.00 to $24.00 hourly,9312563564,https://ca.indeed.com/viewjob?jk=7a1bb33ff2abe051&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Campbell River , BC",$ 21.00 to $ 24.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9312563564,Not specified
162,administrative assistant,"June 07, 2024",2024-06-14,"June 07, 2024",Luther College High School,Regina (SK),Salary not available,1357917,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1357917,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",Not available,Not specified,Starts as soon as possible,Not specified,SaskJobs #1357917,Not specified
163,administrative assistant,"June 05, 2024",2024-07-04,"June 05, 2024",Scotiabank,Montréal (QC),Salary not available,13952268,https://www.jobillico.com/en/job-offer/scotiabankjvambv/administrative-assistant-global-banking-and-markets-bilingual-montreal/13952268?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13952268,Not specified
164,administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",Horizon Health Network,Saint John (NB),Salary:$25.13 hourly,9318348975,https://ca.indeed.com/viewjob?jk=0414f3509ba15dc6&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint John , NB",$ 25.13 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9318348975,Not specified
165,administrative assistant,"May 23, 2024",2024-06-21,"May 23, 2024",CentasMed Inc,Montréal (QC),Salary not available,3182586,https://www.jobboom.com/en/job-offer/office-administrator_centasmed-inc_p3182586,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Permanent employment Full time,Starts as soon as 2024-06-27,1 vacancy,Jobboom #3182586,Not specified
166,administrative assistant,"June 05, 2024",Not specified,"June 05, 2024",Misiway Community Health Centre,Timmins (ON),Salary:$21.42 to $28.57 hourly,9310228641,https://ca.indeed.com/viewjob?jk=7fbd6a100587b97c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Timmins , ON",$ 21.42 to $ 28.57 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9310228641,Not specified
167,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",The Hardwood Outlet,Mississauga (ON),Salary not available,9308988828,https://ca.indeed.com/viewjob?jk=a653f7b98a4510ba&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mississauga , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9308988828,Not specified
168,administrative assistant,"June 03, 2024",2024-06-17,"June 03, 2024",SaskEnergy REGINA-Victoria Ave,Regina (SK),"Salary:$26.47 ($4,026.09) - $29.47 ($4,482.39)",1356617,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1356617,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Regina , SK",$ 26.47 HOUR hourly,Not specified,Starts as soon as possible,Not specified,SaskJobs #1356617,Not specified
169,administrative assistant,"May 27, 2024",2024-06-26,"May 27, 2024","Community Living Grimsby, Lincoln & West Linc",Grimsby (ON),Salary not available,205995,https://job-openings.monster.ca/administrative-assistant-grimsby-on-ca-community-living-grimsby-lincoln-west-linc/1f34a241-7908-42ea-a4b2-35bf5308e53b?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Grimsby , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #205995,Not specified
170,administrative assistant,"June 05, 2024",2024-07-04,"June 05, 2024",National Bank,Waterloo (ON),Salary not available,12580048,https://www.jobillico.com/en/job-offer/national-bank/branch-administrative-and-operational-assistant/12580048?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Waterloo , ON",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #12580048,Not specified
171,administrative assistant,"May 28, 2024",2024-06-27,"May 28, 2024",City of Saint John,Saint John (NB),Salary not available,2063086,https://www.careerbeacon.com/en/job/2063086/city-of-saint-john/administrative-assistant-3-front-desk/saint-john?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint John , NB",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2063086,Not specified
172,administrative secretary,"June 08, 2024",2024-07-08,"June 08, 2024",GEMTEC Consulting Engineers and Scientists Limited,Hanwell (NB),Salary not available,2073046,https://www.careerbeacon.com/en/job/2073046/gemtec-consulting-engineers-and-scientists-limited/administrative-assistant-24049/hanwell?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Hanwell , NB",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2073046,Not specified
173,administrative assistant,"June 12, 2024",2024-06-26,"June 12, 2024",Métis Nation British Columbia,Prince George (BC),"Salary:$50,100.00 annually",95369,https://www.civicjobs.ca/jobs?id=95369,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Prince George , BC","$ 50,100 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95369,Not specified
174,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",Showcase Music Academy,Richmond (BC),Salary:$20.00 hourly,9309258850,https://ca.indeed.com/viewjob?jk=1537757dec2f82a4&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Richmond , BC",$ 20.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9309258850,Not specified
175,administrative assistant,"June 06, 2024",2024-07-07,"June 06, 2024",Select People Solutions,Medicine Hat (AB),Salary not available,11277033,https://job-openings.monster.ca/administrative-assistant-medicine-hat-ab-ca-select-people-solutions/46547fdc-73f3-44b1-a274-8ed1768dea4c?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Medicine Hat , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #11277033,Not specified
176,administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",TSIS Inc,Vaughan (ON),"Salary:$44,000.00 annually",9318791513,https://ca.indeed.com/viewjob?jk=3e7fad539731febd&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vaughan , ON","$ 44,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9318791513,Not specified
177,administrative assistant,"June 12, 2024",2024-08-11,"June 12, 2024",School District #20 (Kootenay-Columbia),Castlegar (BC),Salary not available,2777428,https://network.applytoeducation.com/Applicant/jobposting/jobdetails.aspx?JOB_POSTING_ID=82151c81-7dfa-44a2-9168-7fb54c6ccae5&amp;PAGE=1&amp;locale=en&amp;maf=0,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Castlegar , BC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ApplyToEducation #2777428,Not specified
178,administrative assistant,"May 22, 2024",Not specified,"May 22, 2024",Nijjar Immigration Services Inc.,Brampton (ON),Salary:$25.00 to $28.82 hourly,9290154071,https://ca.indeed.com/viewjob?jk=3cff8eea89570b51&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brampton , ON",$ 25.00 to $ 28.82 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9290154071,Not specified
179,administrative assistant,"June 06, 2024",Not specified,"June 06, 2024",Beauty Nut Inc,North York (ON),Salary not available,9312432707,https://ca.indeed.com/viewjob?jk=160099a9b1a4a6ed&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North York , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9312432707,Not specified
180,administrative assistant,"June 07, 2024",Not specified,"June 07, 2024",Government of Alberta,Drumheller (AB),Salary:$24.22 to $29.59 hourly,9314201335,https://ca.indeed.com/viewjob?jk=3d88d01fa7fbba3c&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Drumheller , AB",$ 24.22 to $ 29.59 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9314201335,Not specified
181,administrative assistant,"May 31, 2024",Not specified,"May 31, 2024",Ideal Siding,Burnaby (BC),"Salary:$41,600.00 to $45,000.00 annually",9303194748,https://ca.indeed.com/viewjob?jk=f782a3f0bb2aae5d&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Burnaby , BC","$ 41,600 to $ 45,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9303194748,Not specified
182,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",CJ Health Care College,Scarborough (ON),Salary:$17.00 to $18.00 hourly,9308533276,https://ca.indeed.com/viewjob?jk=6a7cca0bf90d0732&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Scarborough , ON",$ 17.00 to $ 18.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9308533276,Not specified
183,administrative assistant,"May 18, 2024",2024-06-16,"May 18, 2024",Innascore Developments Inc,Kelowna (BC),Salary:$27.24 hourly,b6cf173323,https://www.ziprecruiter.com/k/t/AAJzR8yhMdnKVfhbA4uQMv-8UFUePliWTdpUNrX35IrxX8fOaGYpD6p9lUZ5eDp1f_p3Eo17L9BUTu2OLRovmFjH9NkAvbz31KwDC0KkRn-ByriRETU9bGBPrKzw526rPrLG9xX2k_YrXFu6vVfQVpbQGOM5LPLC-cF9xzq8pyw46f_051EwIx4vOsBDrfTS6ARyBNQyUGm3gZiDkR50lulnTYd9uZRLpx5MUat9Hqo9Q3WW-SHGvnfuxhG9iDuKrQ9K_kyLpUYfXAeqih4NEp1rSHUyyFr8IQ9SzU8v9tjKdSiDI_cCioxwG1ieI3R2ZOc99LA,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kelowna , BC",$ 27.24 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,ZipRecruiter #b6cf173323,Not specified
184,administrative assistant,"June 06, 2024",Not specified,"June 06, 2024",Coldwell Banker Peter Benninger Realty,Walkerton (ON),Salary:$18.00 to $21.00 hourly,9312209112,https://ca.indeed.com/viewjob?jk=703a4d1f32a5c4d7&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Walkerton , ON",$ 18.00 to $ 21.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9312209112,Not specified
185,administrative assistant,"June 05, 2024",Not specified,"June 05, 2024",Montgomery Industrial Services,Bowmanville (ON),Salary:$18.00 to $24.00 hourly,9310502840,https://ca.indeed.com/viewjob?jk=00ba657ae0397299&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Bowmanville , ON",$ 18.00 to $ 24.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9310502840,Not specified
186,administrative assistant,"June 05, 2024",Not specified,"June 05, 2024",HRM Mascots and Inflatables,Dartmouth (NS),Salary:$16.10 to $17.60 hourly,9310463465,https://ca.indeed.com/viewjob?jk=39f54e567e0d24bb&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dartmouth , NS",$ 16.10 to $ 17.60 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9310463465,Not specified
187,administrative assistant,"May 29, 2024",2024-06-29,"May 29, 2024","[Taleo] City of Edmonton, AB",Edmonton (AB),Salary not available,49833,https://job-openings.monster.ca/councillors'-administrative-assistant-job-number-49833-edmonton-ab-ca-taleo-city-of-edmonton-ab/5c2ad169-e778-423a-8141-fdffba9059e8?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #49833,Not specified
188,administrative assistant,"June 09, 2024",2024-07-08,"June 09, 2024",Island Harm Reduction Supplies and Services INC.,Victoria (BC),Salary:$20.37 hourly,8c2cdfb938,https://www.ziprecruiter.com/k/t/AAKBRaRyR-ie2qHqek-srWK9JOJYdFTE5QOjjXhDurE7FsiIvTzoy5JQ27FBBmGQeEVeOWYPDJfh3Najq8Y_yyIyFu_U-xqYDuyhQznXNP2i2NIhKE6xxlVh8EB6khtweXCWw8fRvVhpklVScS0Mw-JR117aE-gDkfMImKz73IESGuQWE7-vOWey5LIbYK6erpRzZ4u9e5swRvGVRw8QopTp09fu1BwgetqeC17RpQ7okGdXSBIJmzOgEWmIgTUFyPWJVO3x0fP-eGlemlNv2ZJ-Jdr18AXwFkLKFq2VH_Yh6g6fgMQqX-bep7109gA8dbtIRIBpEJ0yICSloxZuwr6MgYHRM7prE1c,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Victoria , BC",$ 20.37 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,ZipRecruiter #8c2cdfb938,Not specified
189,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",BANDIT ENERGY SERVICES,Blackfoot (AB),Salary:$18.11 to $30.00 hourly,9309260508,https://ca.indeed.com/viewjob?jk=8e09aef454beef78&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Blackfoot , AB",$ 18.11 to $ 30.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9309260508,Not specified
190,administrative assistant,"May 15, 2024",Not specified,"May 15, 2024",Relax body&mind massage studio Ltd.,North Vancouver (BC),Salary:$25.00 hourly,9279982862,https://ca.indeed.com/viewjob?jk=7388f6d86232e7d3&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North Vancouver , BC",$ 25.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9279982862,Not specified
191,administrative assistant,"June 07, 2024",Not specified,"June 07, 2024",Van Raay Farms Ltd.,Dashwood (ON),Salary:$18.12 to $22.00 hourly,9314255358,https://ca.indeed.com/viewjob?jk=6005e4a6faa109c3&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dashwood , ON",$ 18.12 to $ 22.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9314255358,Not specified
192,administrative assistant,"June 07, 2024",2024-07-08,"June 07, 2024",Sinclair Technologies,Aurora (ON),Salary not available,0gb8zJiURr,https://job-openings.monster.ca/administrative-assistant-aurora-on-ca-sinclair-technologies/8528b04f-cf48-4d1e-95cb-262ec2a794f6?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Aurora , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #0gb8zJiURr,Not specified
193,administrative assistant,"May 30, 2024",2024-06-30,"May 30, 2024",Eastern+College,Moncton (NB),Salary not available,1191925883,https://job-openings.monster.ca/admissions-26-administrative-assistant-moncton-moncton-nb-ca-eastern-college/e70b2285-6b0f-4b33-b8aa-a12a02e4d84d?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Moncton , NB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1191925883,Not specified
194,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",Asahi Kasei Battery Separator Canada,Port Colborne (ON),Salary:$18.11 to $29.62 hourly,9309365508,https://ca.indeed.com/viewjob?jk=7de5f369bc96fa94&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Port Colborne , ON",$ 18.11 to $ 29.62 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9309365508,Not specified
195,administrative assistant,"May 17, 2024",Not specified,"May 17, 2024",Claireview Leasing,Mont-Royal (QC),Salary:$22.00 to $30.00 hourly,9283841401,https://ca.indeed.com/viewjob?jk=f5b875b19b7c25e6&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Mont-Royal , QC",$ 22.00 to $ 30.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9283841401,Not specified
196,administrative assistant,"May 22, 2024",2024-06-22,"May 22, 2024",Aplin,Richmond (BC),Salary not available,6902491,https://job-openings.monster.ca/administrative-assistant-richmond-bc-ca-aplin/1acce5ed-c8f3-4469-a460-3fbfb9932fff?mescoid=4300749001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Richmond , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #6902491,Not specified
197,administrative assistant,"May 30, 2024",Not specified,"May 30, 2024",The Promise Land Consultancy Corp.,Vancouver (BC),"Salary:$35,000.00 annually",9300539924,https://ca.indeed.com/viewjob?jk=afe7eca6c9093a2f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 35,000 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9300539924,Not specified
198,administrative assistant,"June 07, 2024",Not specified,"June 07, 2024",JINTAI Canada Consulting Ltd,St. John's (NL),Salary:$16.00 to $20.00 hourly,9314434075,https://ca.indeed.com/viewjob?jk=eeedaa2e2ab40847&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. John's , NL",$ 16.00 to $ 20.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9314434075,Not specified
199,administrative assistant,"June 04, 2024",Not specified,"June 04, 2024",CJ Health Care College,North York (ON),Salary:$17.00 to $18.00 hourly,9308528943,https://ca.indeed.com/viewjob?jk=7241fad97e91da5e&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","North York , ON",$ 17.00 to $ 18.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9308528943,Not specified
200,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Granger Advertising,Edmonton (AB),Salary:$20.00 to $22.00 hourly,9317563029,https://ca.indeed.com/viewjob?jk=cc9ce06fef973d00&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",$ 20.00 to $ 22.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9317563029,Not specified
201,administrative assistant,"June 11, 2024",Not specified,"June 11, 2024",Crowhurst Forest Management Group Ltd,Campbell River (BC),Salary:$25.00 to $35.00 hourly,9318817371,https://ca.indeed.com/viewjob?jk=fd7382c33663e84f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Campbell River , BC",$ 25.00 to $ 35.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9318817371,Not specified
202,administrative assistant,"May 29, 2024",2024-06-17,"May 29, 2024",Saskatchewan Housing Authorities,Creighton (SK),Salary:NERHA offers a full benefits package including pension and NLA.,1355256,http://www.saskjobs.ca/jsp/joborder/detail.jsp?job_order_id=1355256,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Creighton , SK",NERHA offers a full benefits package including pension and NLA.,Not specified,Starts as soon as possible,Not specified,SaskJobs #1355256,Not specified
203,administrative assistant,"June 06, 2024",Not specified,"June 06, 2024",Paradigm Fleet Services,Stoney Creek (ON),Salary:$20.00 hourly,9312367549,https://ca.indeed.com/viewjob?jk=1f3125c75d9a73df&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Stoney Creek , ON",$ 20.00 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9312367549,Not specified
204,administrative assistant,"June 03, 2024",Not specified,"June 03, 2024",Inside Health Clinic,Oakville (ON),Salary:$19.00 to $25.00 hourly,9306696439,https://ca.indeed.com/viewjob?jk=a37b4e3abff50bdf&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Oakville , ON",$ 19.00 to $ 25.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9306696439,Not specified
205,administrative assistant,"May 30, 2024",2024-06-26,"May 30, 2024",FWS Group of Companies,Winnipeg (MB),Salary not available,1c1adda7,https://www.ziprecruiter.com/k/t/AAI8cdtFnjgqSNYJmQegbcBmwEJUM8J2Ii_MRA_gtx9Tuoh0QRDQs6iH9o1Y6hSPb5RHou9hRrlD3UQQQOz3vWvv-bDj6E_7-qLZodFBrRFWN5UvyIkWcQsUtOhy0GffdR_80TpYb1b9ySm0K1JPXjtDSLY-gmnD7H8wI3NE52bTVVmRbBIHQt-797z7iUuErWpjGKfOq2YhpE-FqskVEn_rJ9uFQFdFd368WN9FgkgfGH9n9olVZoiCd2wY3xFehSeudglJpjaJ9Di3QE_waGf3YIIh1eQDGBzy3xyTI611c0Y3naYE7X5BftOUThE,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Winnipeg , MB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #1c1adda7,Not specified
206,administrative assistant,"June 12, 2024",Not specified,"June 12, 2024",Sun Life Financial,Viking (AB),Salary:$18.14 to $29.64 hourly,9320372301,https://ca.indeed.com/viewjob?jk=c0ea1f88ccb87e83&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Viking , AB",$ 18.14 to $ 29.64 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9320372301,Not specified
207,administrative assistant,"June 10, 2024",Not specified,"June 10, 2024",Greene Homes,Kingston (ON),Salary:$19.00 hourly,9316877283,https://ca.indeed.com/viewjob?jk=ab408f5de9ed22f1&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Kingston , ON",$ 19.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9316877283,Not specified
208,administrative assistant,"June 05, 2024",2024-07-05,"June 05, 2024",Atlantic Region Aboriginal Lands Association,Location,"Salary:$38,000.00 annually",2031952,https://www.careerbeacon.com/en/job/2031952/atlantic-region-aboriginal-lands-association/administrative-assistant?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Unknown,"$ 38,000 YEAR annually",Full time,Starts as soon as possible,Not specified,CareerBeacon #2031952,Not specified
