,Job Title,Original Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
49,administrative coordinator,Title posted on Québec emploi -Coordonnateur relations avec les entreprises,"May 21, 2024",2024-06-21,"May 21, 2024",Groupe Conseils MCG,Saint-Hyacinthe (QC),"Salary: $55,000.00 annually",444085,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=444085,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Hyacinthe , QC","$ 55,000 YEAR annually / 32 hours per week",Permanent employment Full time,Starts as soon as 2024-07-17,1 vacancy,Québec emploi #444085,In-house position at the agency
50,administrative coordinator,Title posted on Jobillico -Coordonnateur développement organisationnel,"June 07, 2024",2024-07-06,"June 07, 2024",Premier Tech,Québec (QC),Salary not available,13762311,https://www.jobillico.com/en/job-offer/premier-tech/coordonnateur-d-eacute-veloppement-organisationnel/13762311?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13762311,Not specified
51,administrative coordinator,Title posted on Jobillico -Coordonnateur des opérations,"June 01, 2024",2024-06-30,"June 01, 2024",Déneigement Techni-snow - Groupe Vert Plus,Gatineau (QC),Salary not available,13711476,https://www.jobillico.com/en/job-offer/deneigement-techni-snow-groupe-vert-plus/coordonnateur-trice-des-operations/13711476?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Gatineau , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13711476,Not specified
52,administrative coordinator,Title posted on Jobillico -Agent de coordination à l'approvisionnement,"May 31, 2024",2024-06-29,"May 31, 2024",Beaulieu Canada,Acton Vale (QC),Salary not available,13913247,https://www.jobillico.com/en/job-offer/beaulieu-canada/agent-de-coordination-a-l-approvisionnement/13913247?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Acton Vale , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13913247,Not specified
53,administrative coordinator,Title posted on Jobillico -Coordonnateur R & D,"May 29, 2024",2024-06-27,"May 29, 2024",Pultrall inc.,Thetford Mines (QC),Salary not available,10488097,https://www.jobillico.com/en/job-offer/pultrall/coordonnateur-r-amp-d/10488097?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Thetford Mines , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #10488097,Not specified
54,administrative coordinator,Title posted on Jobillico -coordonnateur salubrité,"June 12, 2024",2024-07-11,"June 12, 2024",OMHM Office municipal d'Habitation de Montréal,Montréal (QC),Salary not available,13995201,https://www.jobillico.com/en/job-offer/omhm-office-municipal-d-habitation-de-montreal/coordonnateur-salubrit-eacute-/13995201?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13995201,Not specified
55,administrative coordinator,Title posted on Jobillico -Coordonnatrice et conseillère administrative ou coordonnateur et conseiller administratif,"June 12, 2024",2024-07-11,"June 12, 2024",Ministère des Ressources naturelles et des Forêts,Québec (QC),Salary not available,13995111,https://www.jobillico.com/en/job-offer/ministere-des-ressources-naturelles-et-des-forets/coordonnatrice-et-conseill-egrave-re-administrative-ou-coordonnateur-et-conseiller-administratif/13995111?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13995111,Not specified
56,administrative coordinator,Title posted on Jobillico -Assistant·e coordonnateur·trice de nuit,"June 12, 2024",2024-07-11,"June 12, 2024",Super C,Cowansville (QC),Salary not available,14000325,https://www.jobillico.com/en/job-offer/super-c/assistant-middot-e-coordonnateur-middot-trice-de-nuit/14000325?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cowansville , QC",Not available,Not available,Starts as soon as possible,1 vacancy,Jobillico #14000325,Not specified
57,administrative coordinator,Title posted on Jobillico -Coordonnateur en conformité corporative Détails de l’emploi | EXFO Inc,"June 08, 2024",2024-07-07,"June 08, 2024",EXFO inc,Québec (QC),Salary not available,13774053,https://www.jobillico.com/en/job-offer/exfo-inc/coordonnateur-trice-en-conformit-eacute-corporative-d-eacute-tails-de-l-rsquo-emploi-exfo-inc/13774053?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13774053,Not specified
58,administrative coordinator,Title posted on Jobillico -Coordonnateur?rice expérience client,"June 06, 2024",2024-07-05,"June 06, 2024",Metro,Montréal (QC),Salary not available,13956843,https://www.jobillico.com/en/job-offer/metro/coordonnateur-rice-exp-eacute-rience-client/13956843?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13956843,Not specified
59,administrative coordinator,Title posted on Jobillico -Adjoint technique au coordonnateur des installations matérielles (APPR),"June 06, 2024",2024-07-05,"June 06, 2024",CISSS de la Montérégie-Est,Longueuil (QC),Salary not available,13955442,https://www.jobillico.com/en/job-offer/cisss-de-la-monteregie-est/adjoint-technique-au-coordonnateur-des-installations-mat-eacute-rielles-appr-/13955442?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Longueuil , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13955442,Not specified
60,administrative coordinator,Title posted on CareerBeacon -Préposé(e) au service entretien ménager,"May 24, 2024",2024-06-23,"May 24, 2024",Villa du Repos Inc.,Moncton (NB),Salary: $18.72 hourly,2059457,https://www.careerbeacon.com/en/job/2059457/villa-du-repos-inc/prepose-e-au-service-entretien-menager/moncton?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Moncton , NB",$ 18.72 HOUR hourly,Part time,Starts as soon as possible,2,CareerBeacon #2059457,Not specified
61,administrative coordinator,Title posted on Jobillico -Coordonnateur administration,"June 02, 2024",2024-07-01,"June 02, 2024",Le Groupe Maurice,Montréal (QC),Salary not available,13732143,https://www.jobillico.com/en/job-offer/le-groupe-maurice/coordonnateur-rice-administration/13732143?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13732143,Not specified
62,administrative coordinator,Title posted on Jobillico -Coordonnateur SAC,"May 27, 2024",2024-06-25,"May 27, 2024",Filgo division Énergies,Chicoutimi (QC),Salary not available,13343841,https://www.jobillico.com/en/job-offer/filgo-division-energies/coordonnateur-sac/13343841?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Chicoutimi , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13343841,Not specified
63,administrative coordinator,Title posted on Québec emploi -coordonnateur administratif coordonnatrice administrative,"May 15, 2024",2024-06-15,"May 15, 2024",ALLIANCE RESSOURCES HUMAINES  INC.,Saint-Jacques (QC),Salary: $28.51 hourly,443396,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=443396,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Jacques , QC",$ 28.51 HOUR hourly / 35 hours per week,Permanent employment Full time,Starts as soon as 2024-06-20,1 vacancy,Québec emploi #443396,In-house position at the agency
64,administration services coordinator,"Title posted on Jobillico -Coordonnateur des ventes, services d'installations","June 04, 2024",2024-07-03,"June 04, 2024",RONA,Longueuil (QC),Salary not available,13936653,https://www.jobillico.com/en/job-offer/rona/coordinateur-project-sales/13936653?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Longueuil , QC",Not available,Part time,Starts as soon as possible,1 vacancy,Jobillico #13936653,Not specified
65,administrative coordinator,,"May 31, 2024",2024-07-01,"May 31, 2024",Angus Consulting Management Limited,Richmond (BC),Salary not available,3Gnev32ZlY,https://job-openings.monster.ca/administrative-coordinator-richmond-bc-ca-angus-consulting-management-limited/338da459-7268-4d5f-a1ed-517bf5ba4f81?mescoid=4300692001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Richmond , BC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #3Gnev32ZlY,Not specified
66,administration services coordinator,Title posted on Jobillico -Advancement Services Coordinator,"June 01, 2024",2024-06-30,"June 01, 2024",St. Mildred's-Lightbourn School,Oakville (ON),Salary not available,13728096,https://www.jobillico.com/en/job-offer/st-mildred-s-lightbourn-school/advancement-services-coordinator/13728096?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Oakville , ON",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13728096,Not specified
67,administrative services coordinator,Title posted on CareerBeacon -School Based Administrative Assistant Substitute List,"May 20, 2024",2024-06-19,"May 20, 2024",Halifax Regional Centre for Education (HRCE),Halifax (NS),Salary not available,1906379,https://www.careerbeacon.com/en/job/1906379/halifax-regional-centre-for-education-hrce/school-based-administrative-assistant-substitute-list/halifax?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Halifax , NS",Not available,Casual employment,Starts as soon as possible,1 vacancy,CareerBeacon #1906379,Not specified
68,administrative coordinator,Title posted on Jobillico -COORDONNATEUR EN AMÉLIORATION CONTINUE,"May 21, 2024",2024-06-19,"May 21, 2024",Aliments Asta inc.,Saint-Alexandre-de-Kamouraska (QC),Salary not available,13257456,https://www.jobillico.com/en/job-offer/aliments-asta-inc/coordonnateur-trice-en-amelioration-continue/13257456?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Alexandre-de-Kamouraska , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13257456,Not specified
69,administrative coordinator,Title posted on JobsMedia.ca -Coordonnateur.trice administratif.ve - Bilingue (JLB),"May 22, 2024",2024-06-23,"May 22, 2024",TOTEM recruteur de talent,Montréal (QC),Salary not available,103909,https://lavente.ca/fr/offre/coordonnateurtrice-administratifve-bilingue-jlb/103909?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as 2024-06-24,1 vacancy,JobsMedia.ca #103909,Not specified
70,administrative coordinator,Title posted on Jobillico -Coordonnateur opérations logistique,"May 23, 2024",2024-06-21,"May 23, 2024",Metro,Ottawa (ON),Salary not available,13273653,https://www.jobillico.com/en/job-offer/metro/coordonnateur-op-eacute-rations-logistique/13273653?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Ottawa , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13273653,Not specified
71,administrative services coordinator,Title posted on CareerBeacon -Appointment Coordinator,"June 05, 2024",2024-07-05,"June 05, 2024",Volkswagen Moncton,Dieppe (NB),Salary not available,2069797,https://www.careerbeacon.com/en/job/2069797/volkswagen-moncton/appointment-coordinator/dieppe?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dieppe , NB",Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #2069797,Not specified
72,administrative coordinator,Title posted on Jobillico -Coordonnateur en amélioration continue,"May 18, 2024",2024-06-16,"May 18, 2024",Groupe Valmetal,Saint-Germain-de-Grantham (QC),Salary not available,13614894,https://www.jobillico.com/en/job-offer/groupe-valmetal/coordonnateur-en-amelioration-continue/13614894?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Germain-de-Grantham , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13614894,Not specified
73,administrative coordinator,Title posted on Jobillico -Gestionnaire administratif et coordonnateur programme au secondaire,"May 16, 2024",2024-06-14,"May 16, 2024",Forces AVENIR inc.,Québec (QC),Salary not available,12047003,https://www.jobillico.com/en/job-offer/forces-avenir-inc/gestionnaire-administratif-et-coordonnateur-programme-au-secondaire/12047003?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #12047003,Not specified
74,Administrative Coordinator,,"June 03, 2024",2024-06-17,"June 03, 2024",Bank of Canada,Location,"Salary: $62,386.00 annually",BNK24D-009751-005712,https://careers.bankofcanada.ca/job/Montreal-Administrative-Coordinator-QC/581535317/,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Montréal Island,"$ 62,386 YEAR annually",Not specified,Starts as soon as possible,1 vacancy,Jobs.gc.ca #BNK24D-009751-005712,Not specified
75,administrative coordinator,Title posted on Monster -Coordonnateur(trice) administratif(ve).,"May 18, 2024",2024-06-18,"May 18, 2024",brh réseau d’experts,Brossard (QC),Salary not available,ZGJzR0NndEhBQUNjemdOWTRJcDJSQT09fr,https://job-openings.monster.ca/coordonnateur-trice-administratif-ve-brossard-qc-ca-brh-réseau-d’experts/e5b5334a-35a0-4bde-a084-1bcc39970911?mescoid=4300692001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brossard , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #ZGJzR0NndEhBQUNjemdOWTRJcDJSQT09fr,Not specified
76,administration services coordinator,Title posted on Jobillico -Coordonnateur Service Routier,"June 04, 2024",2024-07-03,"June 04, 2024",Cisolift inc.,Saint-Germain-de-Grantham (QC),"Salary: $64,000.00 to $76,190.00 annually",11479131,https://www.jobillico.com/en/job-offer/cisolift/coordonnateur-service-routier/11479131?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Germain-de-Grantham , QC","$ 64,000 to $ 76,190 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #11479131,Not specified
77,administration services coordinator,Title posted on Jobillico -Coordonnatrice ou coordonnateur - Services éducatifs - Continuum bien-être,"June 06, 2024",2024-07-05,"June 06, 2024",Centre de services scolaire des Samares,Saint-Félix-de-Valois (QC),"Salary: $84,101.00 to $112,133.00 annually",13961715,https://www.jobillico.com/en/job-offer/centre-de-services-scolaire-des-samares/coordonnatrice-ou-coordonnateur-services-educatifs-continuum-bien-etre/13961715?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Félix-de-Valois , QC","$ 84,101 to $ 112,133 YEAR annually",Permanent employment,Starts as soon as possible,1 vacancy,Jobillico #13961715,Not specified
78,administration services coordinator,Title posted on Québec emploi -coordonnateur coordonnatrice des services administratifs,"May 24, 2024",2024-06-21,"May 24, 2024",9166-6156 QUEBEC INC.,Drummondville (QC),Salary: $24.00 hourly,444804,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=444804,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Drummondville , QC",$ 24.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as 2024-06-24,1 vacancy,Québec emploi #444804,Not specified
79,administration services coordinator,"Title posted on Jobillico -Coordonnateur, pièces et service","June 12, 2024",2024-07-11,"June 12, 2024",ITC Technologies inc.,Laval (QC),Salary not available,13996536,https://www.jobillico.com/en/job-offer/itc-technologies-inc-.fCqsKh/coordonnateur-pieces-et-service-/13996536?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13996536,Not specified
80,administration services coordinator,Title posted on Jobillico -Coordonnateur service à la clientèle hybride - Longueuil,"June 01, 2024",2024-06-30,"June 01, 2024",Béton Provincial,Longueuil (QC),Salary not available,13719558,https://www.jobillico.com/en/job-offer/beton-provincial/coordonnateur-service-a-la-clientele-hybride-longueuil/13719558?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Longueuil , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13719558,Not specified
81,administration services coordinator,Title posted on Jobillico -Administrateur de service - Répartiteur,"May 29, 2024",2024-06-27,"May 29, 2024",Wajax Limited,Saint-Germain-de-Grantham (QC),Salary not available,13170244,https://www.jobillico.com/en/job-offer/wajax-limited/administrateur-de-service-r-eacute-partiteur/13170244?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Germain-de-Grantham , QC",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13170244,Not specified
82,administrative officer,Title posted on CareerBeacon -PPB HR Admin Coordinator,"May 23, 2024",2024-06-22,"May 23, 2024",Jazz Aviation LP,Halifax (NS),Salary not available,2058446,https://www.careerbeacon.com/en/job/2058446/jazz-aviation-lp/ppb-hr-admin-coordinator/halifax?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Halifax , NS",Not available,Not available,Starts as soon as possible,1 vacancy,CareerBeacon #2058446,Not specified
83,administrative officer,Title posted on CareerBeacon -ScotiaMcLeod Administrative Associate - Vancouver,"May 15, 2024",2024-07-03,"May 15, 2024",Scotiabank,Vancouver (BC),Salary not available,2051065,https://www.careerbeacon.com/en/job/2051065/scotiabank/scotiamcleod-administrative-associate-vancouver/vancouver?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC",Not available,Full time,Starts as soon as possible,1 vacancy,CareerBeacon #2051065,Not specified
