Index,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
0,geologist,"June 09, 2024",2024-07-09,"June 09, 2024",Vale Canada,Thompson (MB),Salary not available,1972463,https://www.careerbeacon.com/en/job/1972463/vale-canada/senior-geologist/thompson?utm_campaign=feeds&utm_source=jobbank&utm_medium=Careerbeacon,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Thompson , MB",Not available,Full time,Starts as soon as possible,Not specified,CareerBeacon #1972463,Not specified
1,geologist,"June 04, 2024",2024-07-17,"June 04, 2024",9401-2440 QUEBEC INC.,Saint-Joseph-de-Coleraine (QC),Salary:$28.00 hourly,446574,https://www.quebecemploi.gouv.qc.ca/plateforme-emploi/?lang=en&ide_poste=446574,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Saint-Joseph-de-Coleraine , QC",$ 28.00 HOUR hourly / 40 hours per week,Permanent employment Full time,Starts as soon as 2024-07-10,1 vacancy,Québec emploi #446574,Not specified
2,geologist,"June 10, 2024",2024-07-09,"June 10, 2024",Solmatech inc.,Repentigny (QC),Salary not available,13980555,https://www.jobillico.com/en/job-offer/solmatech-inc/geologue-laboratoire-/13980555?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Repentigny , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980555,Not specified
3,geologist,"June 02, 2024",2024-07-01,"June 02, 2024",O3 Mining Inc.,Val-d'Or (QC),Salary not available,13736676,https://www.jobillico.com/en/job-offer/o3-mining-inc/geologue-d-exploration-senior/13736676?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Val-d'Or , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13736676,Not specified
4,geologist,"June 09, 2024",Not specified,"June 09, 2024",Solmatech,Repentigny (QC),Salary not available,9315526186,https://ca.indeed.com/viewjob?jk=0fcbb60bdc5bf20a&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Repentigny , QC",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9315526186,Not specified
5,environmental geologist,"May 16, 2024",2024-06-14,"May 16, 2024",Groupe conseil UDA,Varennes (QC),Salary:$37.50 to $50.50 hourly,13179880,https://www.jobillico.com/en/job-offer/groupe-conseil-uda/directeur-de-projet/13179880?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Varennes , QC",$ 37.50 to $ 50.50 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13179880,Not specified
6,environmental geologist,"May 16, 2024",2024-06-14,"May 16, 2024",Groupe conseil UDA,Québec (QC),Salary:$25.50 to $50.50 hourly,13317924,https://www.jobillico.com/en/job-offer/groupe-conseil-uda/ingenieur-en-environnement/13317924?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Québec , QC",$ 25.50 to $ 50.50 HOUR hourly,Permanent employment Full time,Starts as soon as possible,2,Jobillico #13317924,Not specified
