Index,Job Title,Posted Date,Advertised Until,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
0,aquaculture technician,"May 30, 2024",Not specified,"May 30, 2024",Icy Waters Ltd.,Whitehorse (YT),Salary not available,9300885362,https://ca.indeed.com/viewjob?jk=42bbebeeb40c6ee2&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Whitehorse , YT",Not available,Full time,Starts as soon as possible,1 vacancy,indeed.com #9300885362,Not specified
